TripID,TripDate,State,RouteName,VehicleType,Ridership
TRIP-27455,2022-10-04,California,Route 1,Mini,24
TRIP-14681,2022-09-13,Texas,Route 3,HellCat,43
TRIP-27838,2025-09-04,California,Route 2,Standard,48
TRIP-18402,2025-02-13,Texas,Route 4,Standard,35
TRIP-20859,2023-08-20,Texas,Route 3,Mini,10
TRIP-25258,2022-04-23,Texas,Route 3,Standard,28
TRIP-14747,2024-12-24,Colorado,Route 9,HellCat,51
TRIP-26381,2023-10-04,Maryland,Route 8,Mini,22
TRIP-16711,2023-06-11,Texas,Route 4,Mini,8
TRIP-15492,2025-12-08,Texas,Route 3,Mini,33
TRIP-31999,2025-07-06,California,Route 1,Standard,2
TRIP-22807,2023-07-09,Florida,Route 7,Mini,8
TRIP-19862,2025-12-01,New York,Route 6,Standard,26
TRIP-20512,2023-11-06,New York,Route 5,HellCat,62
TRIP-21687,2023-07-11,Colorado,Route 9,HellCat,57
TRIP-21417,2024-09-21,New York,Route 6,Volt,34
TRIP-21199,2024-10-06,Texas,Route 3,Mini,17
TRIP-16048,2024-04-02,California,Route 1,HellCat,63
TRIP-24829,2022-08-28,California,Route 1,HellCat,33
TRIP-11809,2022-07-02,California,Route 1,Mini,15
TRIP-31128,2023-10-03,New York,Route 6,Mini,31
TRIP-17675,2024-10-05,New York,Route 6,Standard,20
TRIP-25188,2025-09-03,California,Route 1,Standard,49
TRIP-20107,2023-11-13,Texas,Route 4,Standard,65
TRIP-34049,2022-02-10,New York,Route 5,Mini,16
TRIP-11715,2025-11-01,New York,Route 5,HellCat,0
TRIP-18994,2023-12-05,New York,Route 6,Standard,41
TRIP-17614,2025-06-09,Texas,Route 3,Mini,27
TRIP-18676,2023-07-20,Maryland,Route 8,Mini,25
TRIP-16436,2025-07-01,Colorado,Route 9,HellCat,43
TRIP-26665,2024-10-09,Maryland,Route 8,Mini,29
TRIP-28414,2025-11-12,Maryland,Route 8,HellCat,77
TRIP-15828,2025-11-19,California,Route 2,Standard,34
TRIP-20638,2022-07-29,New York,Route 6,Volt,70
TRIP-33075,2023-07-27,California,Route 1,HellCat,56
TRIP-32948,2022-10-08,Texas,Route 3,Standard,25
TRIP-25410,2022-05-29,California,Route 2,Mini,14
TRIP-29093,2024-04-10,Florida,Route 7,Mini,16
TRIP-17351,2023-06-25,New York,Route 5,Standard,28
TRIP-11649,2024-05-12,Texas,Route 3,Mini,14
TRIP-32985,2022-03-03,New York,Route 5,HellCat,45
TRIP-32690,2025-04-11,New York,Route 6,Volt,33
TRIP-11250,2025-08-08,New York,Route 6,Volt,50
TRIP-16929,2023-11-05,Texas,Route 4,Standard,28
TRIP-11109,2022-01-20,Maryland,Route 8,HellCat,63
TRIP-16531,2024-10-19,Maryland,Route 8,Volt,34
TRIP-31858,2025-05-20,California,Route 1,HellCat,37
TRIP-17236,2022-12-30,Colorado,Route 9,HellCat,79
TRIP-23309,2024-06-21,Maryland,Route 8,Standard,48
TRIP-28709,2025-06-13,Texas,Route 3,Mini,12
TRIP-28339,2024-11-24,New York,Route 5,Mini,20
TRIP-18991,2022-05-08,California,Route 1,Standard,43
TRIP-28153,2023-08-19,Florida,Route 7,Mini,9
TRIP-14861,2022-03-18,California,Route 2,Standard,66
TRIP-12303,2025-12-08,Texas,Route 4,Mini,17
TRIP-20844,2023-02-04,California,Route 1,Volt,12
TRIP-16908,2024-11-19,Texas,Route 3,Mini,22
TRIP-27377,2025-12-31,Texas,Route 3,Mini,19
TRIP-22870,2023-03-01,Maryland,Route 8,Mini,16
TRIP-22436,2024-01-03,New York,Route 6,Standard,53
TRIP-24189,2024-12-30,Florida,Route 7,Standard,29
TRIP-18910,2024-11-06,New York,Route 5,Volt,75
TRIP-27766,2025-11-05,California,Route 1,Volt,54
TRIP-18581,2022-06-21,New York,Route 6,Volt,54
TRIP-34160,2023-05-02,Texas,Route 4,HellCat,57
TRIP-28321,2022-04-18,Maryland,Route 8,Standard,37
TRIP-32909,2025-09-29,New York,Route 6,Volt,47
TRIP-18250,2023-10-25,Colorado,Route 9,Mini,14
TRIP-11257,2023-10-30,California,Route 2,HellCat,80
TRIP-16680,2025-06-01,New York,Route 6,HellCat,38
TRIP-18930,2022-06-18,Florida,Route 7,Mini,17
TRIP-25347,2023-12-17,Maryland,Route 8,Mini,10
TRIP-10270,2023-08-22,Florida,Route 7,Standard,38
TRIP-28797,2024-01-02,New York,Route 6,HellCat,100
TRIP-25821,2024-12-02,Maryland,Route 8,Volt,59
TRIP-12822,2025-09-20,California,Route 2,Mini,2
TRIP-28562,2024-12-24,California,Route 1,HellCat,68
TRIP-11973,2023-12-21,California,Route 1,HellCat,75
TRIP-32732,2025-02-11,California,Route 2,Volt,48
TRIP-34608,2022-10-31,New York,Route 6,Standard,67
TRIP-23628,2022-08-29,Maryland,Route 8,Standard,57
TRIP-10267,2024-11-13,California,Route 1,HellCat,82
TRIP-26664,2025-02-10,Texas,Route 4,Mini,22
TRIP-17545,2023-11-23,California,Route 1,HellCat,70
TRIP-12770,2025-04-25,Florida,Route 7,Mini,18
TRIP-28336,2023-08-05,Florida,Route 7,Mini,16
TRIP-12329,2025-02-27,New York,Route 5,Volt,70
TRIP-10723,2025-04-23,Florida,Route 7,Mini,13
TRIP-15935,2025-06-21,California,Route 2,Standard,23
TRIP-33473,2024-02-08,California,Route 1,Standard,56
TRIP-21275,2025-10-25,Maryland,Route 8,HellCat,34
TRIP-19467,2022-07-01,Texas,Route 3,Standard,26
TRIP-24403,2023-09-03,Florida,Route 7,Mini,8
TRIP-17991,2025-02-16,California,Route 2,Standard,20
TRIP-21014,2022-03-28,Texas,Route 4,Mini,18
TRIP-23011,2023-02-20,New York,Route 5,HellCat,55
TRIP-26049,2023-06-10,California,Route 1,Volt,36
TRIP-11894,2022-10-09,New York,Route 5,Volt,17
TRIP-26822,2025-06-13,California,Route 1,Volt,52
TRIP-20456,2024-10-21,Florida,Route 7,Mini,17
TRIP-10318,2025-07-09,Texas,Route 3,Mini,6
TRIP-11536,2024-10-02,Florida,Route 7,Standard,41
TRIP-11471,2022-11-26,Texas,Route 3,Mini,3
TRIP-27639,2024-01-07,Texas,Route 4,Standard,34
TRIP-25526,2024-04-11,California,Route 2,Standard,34
TRIP-11369,2024-03-03,California,Route 1,Standard,29
TRIP-10740,2025-03-24,Texas,Route 4,Mini,17
TRIP-26997,2024-12-02,New York,Route 5,Standard,40
TRIP-24530,2022-05-15,New York,Route 5,Volt,34
TRIP-11188,2024-03-13,California,Route 1,Volt,66
TRIP-20257,2023-12-04,Texas,Route 3,HellCat,62
TRIP-31173,2024-03-10,Texas,Route 3,Standard,25
TRIP-23858,2022-09-21,California,Route 1,Standard,63
TRIP-10890,2023-02-07,Texas,Route 3,Standard,25
TRIP-25780,2023-10-03,California,Route 2,HellCat,53
TRIP-20719,2022-06-06,Florida,Route 7,Mini,28
TRIP-32525,2023-05-26,New York,Route 5,HellCat,80
TRIP-17383,2023-03-31,New York,Route 5,HellCat,74
TRIP-13487,2025-09-03,Texas,Route 3,Volt,60
TRIP-16044,2023-11-22,Colorado,Route 9,HellCat,46
TRIP-31524,2023-05-09,New York,Route 5,Mini,19
TRIP-20951,2024-10-05,Colorado,Route 9,Volt,45
TRIP-21125,2023-07-07,California,Route 1,HellCat,73
TRIP-30919,2022-06-25,New York,Route 5,Standard,22
TRIP-19945,2024-07-12,Texas,Route 4,Standard,20
TRIP-11233,2025-09-26,Texas,Route 4,Standard,29
TRIP-25274,2025-10-01,California,Route 1,Standard,48
TRIP-31140,2023-09-18,Florida,Route 7,Mini,31
TRIP-25757,2025-09-10,California,Route 2,Standard,68
TRIP-33871,2022-01-29,California,Route 1,Standard,27
TRIP-29368,2022-06-29,Florida,Route 7,Mini,10
TRIP-29249,2025-12-12,California,Route 1,HellCat,79
TRIP-20172,2024-04-01,California,Route 1,Standard,26
TRIP-28788,2022-12-07,Texas,Route 3,Mini,20
TRIP-24669,2022-10-08,Colorado,Route 9,Mini,19
TRIP-26102,2025-02-13,Maryland,Route 8,Standard,35
TRIP-31385,2025-06-06,Florida,Route 7,HellCat,63
TRIP-21680,2025-07-04,Texas,Route 4,Mini,27
TRIP-11291,2023-04-21,Colorado,Route 9,HellCat,40
TRIP-23111,2023-01-20,California,Route 1,Standard,56
TRIP-19609,2023-01-23,Texas,Route 3,HellCat,37
TRIP-27443,2025-11-14,California,Route 1,Standard,47
TRIP-19308,2022-06-19,Texas,Route 3,Standard,27
TRIP-25816,2022-12-31,Colorado,Route 9,HellCat,48
TRIP-26164,2022-08-10,Florida,Route 7,Standard,38
TRIP-27243,2023-07-11,Texas,Route 4,HellCat,32
TRIP-21967,2023-01-04,Florida,Route 7,HellCat,71
TRIP-17862,2023-06-19,Colorado,Route 9,HellCat,90
TRIP-28139,2023-02-24,Florida,Route 7,HellCat,81
TRIP-27307,2023-09-27,Texas,Route 4,Standard,38
TRIP-30239,2025-03-17,Maryland,Route 8,Standard,54
TRIP-10562,2025-11-14,Texas,Route 3,Volt,45
TRIP-20208,2022-06-22,California,Route 2,Standard,35
TRIP-11031,2025-04-17,Texas,Route 3,Volt,61
TRIP-22928,2023-07-23,Maryland,Route 8,HellCat,57
TRIP-15765,2025-10-13,California,Route 2,HellCat,68
TRIP-31954,2022-06-29,New York,Route 6,Standard,36
TRIP-27973,2024-04-18,Florida,Route 7,HellCat,64
TRIP-34471,2023-07-22,Texas,Route 4,Mini,0
TRIP-33643,2023-11-20,California,Route 2,Standard,36
TRIP-17058,2022-08-26,Colorado,Route 9,Standard,23
TRIP-20599,2023-01-14,Texas,Route 3,Standard,22
TRIP-14377,2024-10-17,Colorado,Route 9,Volt,56
TRIP-24977,2023-05-26,Maryland,Route 8,Standard,26
TRIP-30435,2022-04-09,New York,Route 6,HellCat,48
TRIP-34036,2023-03-02,California,Route 1,HellCat,70
TRIP-16976,2025-08-24,Florida,Route 7,Mini,10
TRIP-31595,2025-06-02,New York,Route 6,HellCat,55
TRIP-25418,2023-09-12,Florida,Route 7,Standard,22
TRIP-23714,2022-02-27,Texas,Route 3,Standard,40
TRIP-21102,2025-01-12,California,Route 1,Volt,53
TRIP-33357,2025-09-18,New York,Route 6,Mini,18
TRIP-27592,2024-05-23,California,Route 1,Volt,57
TRIP-25866,2022-01-19,Maryland,Route 8,HellCat,57
TRIP-15712,2023-10-05,Colorado,Route 9,HellCat,71
TRIP-21358,2024-06-29,Maryland,Route 8,Standard,15
TRIP-17640,2025-02-04,Maryland,Route 8,HellCat,74
TRIP-11249,2023-01-09,New York,Route 6,HellCat,96
TRIP-24050,2022-04-07,Florida,Route 7,Standard,54
TRIP-30970,2023-03-07,New York,Route 6,HellCat,80
TRIP-21322,2023-10-22,New York,Route 5,Volt,17
TRIP-24952,2025-08-28,California,Route 1,Standard,40
TRIP-33369,2025-01-25,Texas,Route 3,Mini,10
TRIP-12218,2025-10-14,New York,Route 6,Standard,56
TRIP-26487,2024-12-03,Texas,Route 3,Mini,22
TRIP-33817,2024-08-06,Florida,Route 7,Standard,36
TRIP-23345,2023-02-09,Florida,Route 7,Standard,32
TRIP-25909,2022-10-23,New York,Route 5,Volt,46
TRIP-28879,2025-09-13,California,Route 2,Standard,35
TRIP-27599,2022-03-25,California,Route 1,Standard,28
TRIP-22978,2025-09-03,Maryland,Route 8,Standard,32
TRIP-31597,2022-01-19,New York,Route 5,Standard,70
TRIP-32449,2025-10-10,Texas,Route 3,HellCat,57
TRIP-30464,2023-10-12,California,Route 1,Standard,70
TRIP-31074,2022-12-11,California,Route 1,HellCat,65
TRIP-31007,2024-09-04,California,Route 2,Standard,36
TRIP-33844,2023-08-20,Texas,Route 4,Mini,9
TRIP-16065,2024-06-24,Colorado,Route 9,Mini,9
TRIP-21058,2022-03-29,Colorado,Route 9,Standard,51
TRIP-30171,2025-05-17,Colorado,Route 9,Mini,10
TRIP-26020,2025-04-02,California,Route 1,Standard,9
TRIP-27865,2025-03-15,Texas,Route 4,HellCat,25
TRIP-29594,2024-12-08,Texas,Route 3,HellCat,45
TRIP-23498,2023-02-11,Colorado,Route 9,HellCat,19
TRIP-23751,2023-03-23,California,Route 1,Volt,85
TRIP-24856,2022-02-01,California,Route 2,Standard,48
TRIP-16334,2025-12-31,New York,Route 5,Mini,30
TRIP-14549,2025-05-16,Texas,Route 3,Mini,14
TRIP-32428,2025-07-31,Texas,Route 3,HellCat,84
TRIP-17044,2024-11-12,Florida,Route 7,Standard,39
TRIP-19328,2024-06-12,Florida,Route 7,Standard,34
TRIP-26818,2023-09-02,Florida,Route 7,Mini,0
TRIP-22933,2024-07-21,California,Route 1,Volt,36
TRIP-32147,2022-08-12,New York,Route 5,HellCat,60
TRIP-12354,2023-11-16,Florida,Route 7,Mini,28
TRIP-25633,2023-07-30,Texas,Route 3,HellCat,15
TRIP-22009,2023-11-27,California,Route 1,Standard,66
TRIP-32207,2024-08-03,New York,Route 6,Standard,10
TRIP-30885,2022-01-10,California,Route 1,Standard,70
TRIP-15327,2023-03-29,Texas,Route 3,Standard,39
TRIP-11434,2022-03-13,Florida,Route 7,Standard,14
TRIP-19877,2024-04-19,Colorado,Route 9,Standard,28
TRIP-30252,2022-07-14,New York,Route 5,Standard,59
TRIP-10264,2022-02-08,California,Route 1,HellCat,53
TRIP-18324,2022-05-06,Colorado,Route 9,Mini,15
TRIP-32656,2024-09-18,Texas,Route 3,Mini,12
TRIP-23311,2023-06-29,Maryland,Route 8,Volt,55
TRIP-23491,2025-06-14,Colorado,Route 9,Mini,9
TRIP-29089,2024-04-25,California,Route 2,Standard,32
TRIP-14541,2022-04-15,California,Route 1,Standard,42
TRIP-32529,2025-01-14,California,Route 2,Standard,44
TRIP-32017,2024-12-16,California,Route 1,Standard,38
TRIP-29649,2022-05-14,New York,Route 5,HellCat,41
TRIP-16347,2024-03-30,California,Route 1,Volt,29
TRIP-18584,2025-10-30,Texas,Route 3,Mini,18
TRIP-23665,2025-12-05,New York,Route 5,Standard,46
TRIP-13378,2023-08-25,Florida,Route 7,Mini,18
TRIP-15731,2025-04-17,Florida,Route 7,Volt,34
TRIP-23372,2022-02-13,California,Route 2,Standard,15
TRIP-24797,2024-02-06,Colorado,Route 9,Standard,34
TRIP-20969,2024-01-18,New York,Route 5,Standard,52
TRIP-26875,2025-04-08,Florida,Route 7,Mini,23
TRIP-18620,2024-06-27,California,Route 1,HellCat,77
TRIP-11437,2022-09-06,New York,Route 6,Standard,37
TRIP-21231,2023-03-18,California,Route 2,Mini,14
TRIP-29844,2024-05-29,New York,Route 6,Standard,45
TRIP-17960,2022-01-27,Texas,Route 4,HellCat,85
TRIP-14419,2022-01-30,Colorado,Route 9,Standard,11
TRIP-25141,2023-05-24,Colorado,Route 9,Mini,21
TRIP-14692,2023-12-25,Texas,Route 3,Volt,44
TRIP-21636,2023-03-28,New York,Route 6,HellCat,80
TRIP-21670,2023-11-26,Maryland,Route 8,Mini,16
TRIP-17441,2022-05-19,New York,Route 6,HellCat,59
TRIP-16255,2023-02-07,New York,Route 6,Standard,66
TRIP-22696,2022-11-20,Maryland,Route 8,Mini,14
TRIP-34925,2025-04-15,Colorado,Route 9,HellCat,60
TRIP-34367,2025-11-24,Colorado,Route 9,Volt,68
TRIP-18594,2023-10-13,California,Route 1,Standard,52
TRIP-33397,2024-09-07,New York,Route 6,Standard,36
TRIP-25085,2023-12-23,Florida,Route 7,Mini,19
TRIP-10065,2022-05-06,California,Route 1,Standard,54
TRIP-29785,2023-02-04,Florida,Route 7,Mini,5
TRIP-29565,2025-10-18,California,Route 1,Standard,11
TRIP-30287,2025-05-08,California,Route 1,Volt,57
TRIP-32474,2025-12-10,Texas,Route 3,Mini,13
TRIP-16185,2023-01-25,New York,Route 5,Standard,56
TRIP-24832,2023-12-16,New York,Route 5,HellCat,66
TRIP-27283,2025-03-30,Texas,Route 3,Standard,10
TRIP-29390,2023-04-15,Florida,Route 7,Mini,14
TRIP-30968,2024-03-15,California,Route 2,Standard,49
TRIP-12865,2024-09-06,New York,Route 6,HellCat,51
TRIP-23556,2022-04-13,Florida,Route 7,HellCat,59
TRIP-30419,2023-07-15,Florida,Route 7,Mini,5
TRIP-28983,2025-08-04,Colorado,Route 9,Standard,47
TRIP-28275,2023-05-02,Maryland,Route 8,Standard,38
TRIP-15113,2024-11-16,Texas,Route 3,Mini,13
TRIP-14408,2025-12-02,New York,Route 5,HellCat,76
TRIP-23426,2025-04-02,Florida,Route 7,HellCat,52
TRIP-16025,2024-08-09,California,Route 1,Standard,22
TRIP-30344,2022-04-08,California,Route 1,Volt,25
TRIP-19883,2024-05-25,Maryland,Route 8,Volt,34
TRIP-25237,2025-02-22,California,Route 2,Mini,12
TRIP-16890,2025-10-28,Colorado,Route 9,HellCat,81
TRIP-21847,2023-05-31,Florida,Route 7,HellCat,50
TRIP-17512,2022-02-25,New York,Route 5,Standard,70
TRIP-11421,2024-02-18,Texas,Route 4,Mini,14
TRIP-34060,2022-01-26,California,Route 2,HellCat,66
TRIP-24705,2022-07-30,California,Route 1,Standard,35
TRIP-34111,2023-01-21,Texas,Route 3,Standard,28
TRIP-32506,2023-12-01,Texas,Route 4,Mini,27
TRIP-18000,2023-05-03,California,Route 1,Standard,44
TRIP-17102,2024-11-05,Colorado,Route 9,Volt,47
TRIP-14349,2023-03-04,Texas,Route 3,Standard,14
TRIP-11660,2023-08-02,California,Route 1,HellCat,53
TRIP-10073,2025-09-26,Texas,Route 3,Mini,25
TRIP-11843,2025-11-08,Colorado,Route 9,Mini,10
TRIP-10770,2025-04-15,California,Route 1,Standard,28
TRIP-21228,2024-12-31,Texas,Route 3,Standard,46
TRIP-31120,2023-06-27,California,Route 2,Mini,16
TRIP-25564,2024-10-20,Texas,Route 3,Standard,21
TRIP-11285,2024-08-28,New York,Route 6,Standard,62
TRIP-19436,2022-09-18,New York,Route 6,Volt,46
TRIP-29775,2024-07-27,New York,Route 5,Standard,44
TRIP-22495,2025-01-14,New York,Route 6,HellCat,70
TRIP-24822,2025-08-02,Texas,Route 4,Volt,7
TRIP-11941,2024-10-18,California,Route 1,Mini,28
TRIP-33541,2022-10-26,New York,Route 5,Standard,48
TRIP-30738,2025-06-16,Maryland,Route 8,Volt,32
TRIP-31877,2022-10-30,Texas,Route 3,Mini,22
TRIP-18265,2024-11-17,New York,Route 5,Mini,15
TRIP-13397,2024-02-07,Texas,Route 4,Mini,15
TRIP-23406,2022-04-17,Florida,Route 7,Mini,11
TRIP-34115,2023-11-05,California,Route 2,Standard,32
TRIP-22384,2022-08-21,Colorado,Route 9,Mini,14
TRIP-26072,2023-08-05,New York,Route 6,Standard,41
TRIP-21823,2022-07-22,New York,Route 5,Standard,46
TRIP-27698,2025-12-02,Florida,Route 7,Mini,15
TRIP-19679,2023-03-10,New York,Route 5,HellCat,67
TRIP-15064,2022-03-13,Florida,Route 7,Volt,31
TRIP-22579,2022-11-13,Maryland,Route 8,Volt,43
TRIP-34421,2022-01-04,Maryland,Route 8,Standard,23
TRIP-24999,2024-08-21,New York,Route 6,Standard,65
TRIP-14027,2022-11-05,Florida,Route 7,Mini,19
TRIP-20768,2023-03-03,Texas,Route 4,Mini,15
TRIP-31890,2025-01-26,California,Route 1,Volt,30
TRIP-31913,2025-12-08,Florida,Route 7,Volt,38
TRIP-18974,2025-01-07,New York,Route 5,HellCat,65
TRIP-15897,2022-03-23,Maryland,Route 8,Standard,58
TRIP-29424,2024-09-27,California,Route 2,Mini,14
TRIP-13963,2022-09-28,California,Route 2,Standard,37
TRIP-13937,2024-04-18,Florida,Route 7,Standard,52
TRIP-25478,2024-11-15,Florida,Route 7,HellCat,54
TRIP-28526,2022-08-18,Florida,Route 7,Standard,44
TRIP-26418,2025-12-21,Texas,Route 3,Mini,9
TRIP-11110,2022-11-20,California,Route 1,HellCat,36
TRIP-14414,2022-08-23,Texas,Route 3,Standard,29
TRIP-32108,2023-02-17,New York,Route 6,HellCat,62
TRIP-19793,2025-06-09,California,Route 1,HellCat,85
TRIP-33816,2025-06-06,New York,Route 5,Standard,53
TRIP-25150,2023-10-14,Texas,Route 3,Mini,9
TRIP-20017,2022-05-10,California,Route 1,Mini,20
TRIP-13146,2024-08-21,Florida,Route 7,Standard,46
TRIP-11377,2024-07-09,Colorado,Route 9,HellCat,101
TRIP-28109,2025-06-03,Texas,Route 3,Standard,17
TRIP-31551,2023-07-18,Florida,Route 7,Volt,54
TRIP-17507,2023-03-14,New York,Route 6,HellCat,88
TRIP-10144,2024-01-05,California,Route 1,Volt,60
TRIP-20767,2023-09-23,New York,Route 5,HellCat,0
TRIP-16192,2024-07-31,Maryland,Route 8,Mini,21
TRIP-19990,2023-09-15,California,Route 2,Standard,37
TRIP-13514,2025-08-07,New York,Route 6,HellCat,56
TRIP-34149,2025-03-22,New York,Route 5,HellCat,72
TRIP-17272,2022-05-14,Colorado,Route 9,Standard,26
TRIP-16071,2025-03-28,California,Route 2,Standard,37
TRIP-28232,2023-09-20,Florida,Route 7,Volt,58
TRIP-29598,2024-09-12,New York,Route 5,HellCat,74
TRIP-29936,2022-12-20,Colorado,Route 9,Mini,30
TRIP-22462,2023-07-11,New York,Route 6,Mini,21
TRIP-11203,2025-10-02,California,Route 1,HellCat,90
TRIP-27880,2022-02-18,California,Route 2,Volt,46
TRIP-11830,2023-01-08,Colorado,Route 9,Standard,40
TRIP-19691,2024-05-02,California,Route 2,Mini,21
TRIP-14181,2022-01-19,Texas,Route 3,Standard,44
TRIP-30345,2023-03-07,Texas,Route 4,Mini,23
TRIP-19411,2022-05-20,California,Route 1,HellCat,62
TRIP-27971,2024-10-20,Florida,Route 7,Standard,20
TRIP-15957,2022-10-29,California,Route 1,Standard,0
TRIP-32799,2025-08-28,Maryland,Route 8,HellCat,37
TRIP-20240,2022-05-15,Colorado,Route 9,HellCat,11
TRIP-27372,2025-05-30,California,Route 2,HellCat,46
TRIP-26245,2023-09-08,New York,Route 5,Standard,64
TRIP-26951,2023-03-20,Texas,Route 3,Volt,49
TRIP-29082,2023-10-12,California,Route 1,HellCat,57
TRIP-11055,2024-10-29,Texas,Route 3,Mini,28
TRIP-30503,2024-07-21,California,Route 2,Standard,30
TRIP-24968,2025-03-30,Colorado,Route 9,HellCat,22
TRIP-10594,2023-01-21,Texas,Route 4,Volt,22
TRIP-25677,2024-03-20,Texas,Route 3,Volt,56
TRIP-11525,2024-09-08,Texas,Route 3,HellCat,37
TRIP-29410,2024-06-11,New York,Route 5,Standard,26
TRIP-24577,2025-01-18,Texas,Route 3,Mini,9
TRIP-15824,2023-03-31,California,Route 1,Volt,37
TRIP-15154,2022-03-21,New York,Route 6,Standard,43
TRIP-22894,2024-04-11,California,Route 2,HellCat,59
TRIP-24126,2025-09-16,California,Route 1,HellCat,42
TRIP-30357,2024-04-18,Texas,Route 3,Volt,28
TRIP-26888,2024-07-01,Texas,Route 3,Mini,11
TRIP-24958,2024-05-01,California,Route 2,HellCat,57
TRIP-29696,2023-11-24,Colorado,Route 9,HellCat,55
TRIP-29993,2025-11-13,Colorado,Route 9,HellCat,44
TRIP-31166,2023-08-10,New York,Route 5,Mini,19
TRIP-30716,2023-09-25,California,Route 1,Standard,36
TRIP-10761,2024-10-31,Colorado,Route 9,HellCat,73
TRIP-22736,2023-06-16,California,Route 2,Mini,25
TRIP-17824,2023-01-12,Maryland,Route 8,Volt,59
TRIP-23574,2023-06-24,Texas,Route 3,Standard,35
TRIP-32802,2025-09-01,Florida,Route 7,Mini,15
TRIP-12970,2025-03-30,Florida,Route 7,Standard,20
TRIP-28079,2022-06-09,Texas,Route 3,Mini,21
TRIP-23166,2022-06-07,California,Route 1,Standard,45
TRIP-16999,2024-06-05,California,Route 1,Volt,34
TRIP-10081,2022-07-13,Florida,Route 7,Volt,35
TRIP-17042,2023-04-11,California,Route 1,Standard,61
TRIP-32942,2023-03-06,California,Route 1,Standard,55
TRIP-18724,2022-06-17,California,Route 1,HellCat,74
TRIP-10958,2023-08-04,California,Route 2,HellCat,32
TRIP-18664,2025-06-02,New York,Route 6,Volt,52
TRIP-23801,2024-12-31,California,Route 1,Standard,56
TRIP-20482,2022-03-08,Florida,Route 7,Mini,26
TRIP-16609,2025-05-21,California,Route 1,HellCat,59
TRIP-22139,2022-12-06,Texas,Route 3,Mini,18
TRIP-16026,2023-08-11,Maryland,Route 8,Mini,14
TRIP-25853,2023-03-28,Florida,Route 7,Standard,47
TRIP-17238,2025-06-30,California,Route 1,HellCat,41
TRIP-31192,2025-03-09,Colorado,Route 9,Standard,26
TRIP-26135,2022-01-27,Texas,Route 3,Mini,22
TRIP-21091,2025-03-12,Florida,Route 7,Mini,21
TRIP-29907,2025-07-13,California,Route 1,Standard,27
TRIP-13954,2023-02-17,Florida,Route 7,Standard,43
TRIP-14403,2022-02-23,California,Route 1,Standard,70
TRIP-29498,2023-12-19,Florida,Route 7,Standard,22
TRIP-32448,2024-11-08,New York,Route 5,Standard,46
TRIP-23257,2023-01-12,California,Route 1,Standard,33
TRIP-20387,2025-03-14,New York,Route 6,HellCat,99
TRIP-14511,2025-04-28,Texas,Route 3,Mini,15
TRIP-11666,2023-08-08,California,Route 2,HellCat,25
TRIP-31006,2023-09-03,Texas,Route 3,Volt,13
TRIP-16857,2024-09-21,New York,Route 5,Standard,32
TRIP-15353,2022-05-20,New York,Route 5,Standard,52
TRIP-34993,2023-03-08,California,Route 2,Mini,29
TRIP-14587,2022-11-25,California,Route 1,HellCat,79
TRIP-32341,2022-04-26,California,Route 2,Mini,21
TRIP-23813,2023-01-28,Florida,Route 7,Mini,4
TRIP-29837,2023-06-12,California,Route 1,HellCat,74
TRIP-21141,2023-09-24,California,Route 1,Volt,55
TRIP-34743,2023-07-05,Colorado,Route 9,HellCat,70
TRIP-12550,2023-07-07,Texas,Route 3,Mini,18
TRIP-32547,2023-04-01,Texas,Route 4,Standard,12
TRIP-23301,2023-12-02,Texas,Route 4,Mini,5
TRIP-31284,2025-11-17,Florida,Route 7,HellCat,23
TRIP-26978,2022-10-20,New York,Route 6,Volt,30
TRIP-20979,2022-09-22,Texas,Route 3,Standard,34
TRIP-13724,2022-06-22,Maryland,Route 8,Mini,25
TRIP-11264,2023-03-29,Texas,Route 4,Volt,43
TRIP-14867,2024-09-26,New York,Route 5,Standard,63
TRIP-22792,2023-07-08,California,Route 1,HellCat,16
TRIP-22929,2022-12-09,Florida,Route 7,Mini,22
TRIP-27797,2025-01-01,California,Route 1,Standard,70
TRIP-17255,2023-05-07,New York,Route 6,Mini,17
TRIP-23292,2022-12-16,New York,Route 6,Standard,45
TRIP-22563,2025-07-19,Texas,Route 4,HellCat,7
TRIP-10815,2025-05-13,Colorado,Route 9,Standard,31
TRIP-28729,2024-09-20,Texas,Route 3,Mini,14
TRIP-17607,2022-11-14,New York,Route 5,Standard,34
TRIP-14374,2022-04-19,New York,Route 6,Volt,54
TRIP-19464,2023-06-01,New York,Route 6,Mini,17
TRIP-14087,2022-10-29,New York,Route 5,Volt,29
TRIP-25057,2022-01-29,Texas,Route 4,Volt,16
TRIP-18464,2024-06-23,Florida,Route 7,Mini,10
TRIP-28055,2025-12-24,Florida,Route 7,HellCat,53
TRIP-23962,2022-04-15,New York,Route 5,Standard,55
TRIP-11897,2023-02-17,Florida,Route 7,Standard,22
TRIP-21729,2024-02-02,California,Route 2,HellCat,93
TRIP-27668,2023-10-23,Colorado,Route 9,HellCat,94
TRIP-17416,2025-09-12,California,Route 1,Standard,37
TRIP-31931,2022-05-14,Texas,Route 3,Standard,9
TRIP-21459,2025-06-24,New York,Route 5,HellCat,81
TRIP-33507,2025-01-04,Texas,Route 3,Mini,17
TRIP-27855,2025-07-15,Colorado,Route 9,Volt,36
TRIP-30187,2022-05-12,Maryland,Route 8,HellCat,76
